CHROM	BIN_START	N_SNPS	TajimaD
chr6	44000000	513	-1.57152
chr6	44050000	186	-1.25965
chr6	44100000	189	-1.60601
chr6	44150000	348	-1.29733
chr6	44200000	560	-1.20952
chr6	44250000	670	-1.21863
chr6	44300000	205	-1.42617
chr6	44350000	264	-0.899607
chr6	44400000	135	-1.19686
chr6	44450000	314	-1.0765
chr6	44500000	437	-1.04584
chr6	44550000	223	-0.228478
chr6	44600000	443	-1.35184
chr6	44650000	264	-1.54422
chr6	44700000	365	-1.63399
chr6	44750000	385	-1.23116
chr6	44800000	460	-1.25446
chr6	44850000	307	-1.50092
chr6	44900000	365	-1.21467
chr6	44950000	346	-1.63917
chr6	45000000	397	-1.58065
chr6	45050000	158	-1.54045
chr6	45100000	395	-0.580769
chr6	45150000	206	-1.09559
chr6	45200000	391	-1.3877
chr6	45250000	377	-1.51315
chr6	45300000	609	-1.52935
chr6	45350000	296	-1.47279
chr6	45400000	362	-1.56215
chr6	45450000	476	-1.37451
chr6	45500000	366	-1.34218
chr6	45550000	338	-1.34046
chr6	45600000	389	-1.36839
chr6	45650000	315	-1.45412
chr6	45700000	484	-1.33935
chr6	45750000	454	-1.22655
chr6	45800000	239	-1.33903
chr6	45850000	349	-1.40103
chr6	45900000	826	-1.25293
chr6	45950000	509	-1.3974
chr6	46000000	175	-1.48092
chr6	46050000	313	-1.45977
chr6	46100000	271	-1.32419
chr6	46150000	802	-1.19485
chr6	46200000	436	-1.09621
chr6	46250000	487	-1.09234
chr6	46300000	364	-1.5406
chr6	46350000	152	-1.7345
chr6	46400000	225	-1.56269
chr6	46450000	485	-1.17155
chr6	46500000	504	-1.15875
chr6	46550000	653	-1.21151
chr6	46600000	284	-1.41464
chr6	46650000	292	-1.63518
chr6	46700000	425	-1.30101
chr6	46750000	314	-1.05545
chr6	46800000	289	-1.36894
chr6	46850000	348	-0.862695
chr6	46900000	142	-1.59702
chr6	46950000	285	-1.43405
chr6	47000000	430	-1.11267
chr6	47050000	490	-1.35108
chr6	47100000	363	-1.42725
chr6	47150000	189	-0.415653
chr6	47200000	350	-0.687672
chr6	47250000	469	-0.93091
chr6	47300000	318	-1.03282
chr6	47350000	312	-0.979243
chr6	47400000	111	-0.886644
chr6	47450000	149	-0.649103
chr6	47500000	728	-1.42856
chr6	47550000	397	-1.3359
chr6	47600000	152	-1.072
chr6	47650000	481	-1.33905
chr6	47700000	206	-0.916388
chr6	47750000	499	-1.1431
chr6	47800000	257	-1.33631
chr6	47850000	201	-0.559941
chr6	47900000	207	0.603774
chr6	47950000	247	-0.73915
chr6	48000000	378	-1.29029
chr6	48050000	337	-1.23808
chr6	48100000	185	-0.531975
chr6	48150000	196	-1.33188
chr6	48200000	239	-1.08592
chr6	48250000	216	-1.20185
chr6	48300000	129	-1.3105
chr6	48350000	470	-1.5259
chr6	48400000	106	-1.00843
chr6	48450000	196	-1.21732
chr6	48500000	262	-1.331
chr6	48550000	226	-0.774903
chr6	48600000	300	-0.894194
chr6	48650000	254	-1.47677
chr6	48700000	213	-1.05375
chr6	48750000	249	-1.41879
chr6	48800000	255	-1.31872
chr6	48850000	150	-1.00726
chr6	48900000	173	-1.40411
chr6	48950000	284	-1.52325
chr6	49000000	234	-1.34418
chr6	49050000	489	-1.38583
chr6	49100000	184	-1.16386
chr6	49150000	313	-0.642337
chr6	49200000	176	-1.17311
chr6	49250000	165	-0.819613
chr6	49300000	175	-1.37003
chr6	49350000	310	-1.3045
chr6	49400000	344	-1.59998
chr6	49450000	475	-1.31541
chr6	49500000	592	-1.36731
chr6	49550000	225	-1.11825
chr6	49600000	164	-1.12067
chr6	49650000	229	-1.39231
chr6	49700000	122	-1.52417
chr6	49750000	128	-1.34407
chr6	49800000	219	-1.04443
chr6	49850000	334	-1.16932
chr6	49900000	401	-1.28928
chr6	49950000	365	-1.13288
chr6	50000000	272	-1.29736
chr6	50050000	167	-1.28462
chr6	50100000	248	-1.21861
chr6	50150000	133	-1.26655
chr6	50200000	216	-0.957987
chr6	50250000	196	-0.938867
chr6	50300000	144	-1.33266
chr6	50350000	296	-1.47357
chr6	50400000	143	-0.677673
chr6	50450000	203	-1.04179
chr6	50500000	294	-1.08802
chr6	50550000	219	-1.47743
chr6	50600000	161	-1.47169
chr6	50650000	284	-1.40595
chr6	50700000	168	-1.04681
chr6	50750000	316	-1.36498
chr6	50800000	336	-1.36328
chr6	50850000	184	-1.17269
chr6	50900000	122	-1.28763
chr6	50950000	173	-1.30233
chr6	51000000	150	-1.18749
chr6	51050000	287	-1.29572
chr6	51100000	79	-1.50019
chr6	51150000	176	-1.22242
chr6	51200000	332	-1.34683
chr6	51250000	220	-1.20076
chr6	51300000	112	-1.37395
chr6	51350000	203	-1.59582
chr6	51400000	266	-1.49017
chr6	51450000	106	-1.20491
chr6	51500000	98	-1.30292
chr6	51550000	184	-1.53109
chr6	51600000	83	-1.32048
chr6	51650000	211	-1.3526
chr6	51700000	357	-1.43391
chr6	51750000	112	-1.53935
chr6	51800000	187	-1.46117
chr6	51850000	201	-1.32463
chr6	51900000	131	-1.42311
chr6	51950000	115	-1.2439
chr6	52000000	179	-1.16779
chr6	52050000	306	-1.37924
chr6	52100000	144	-1.31566
chr6	52150000	258	-1.37785
chr6	52200000	139	-1.56288
chr6	52250000	153	-1.36944
chr6	52300000	352	-1.45251
chr6	52350000	217	-1.58981
chr6	52400000	165	-1.40886
chr6	52450000	84	-1.17539
chr6	52500000	177	-1.47076
chr6	52550000	142	-1.48408
chr6	52600000	304	-1.40779
chr6	52650000	200	-1.30959
chr6	52700000	555	-1.20554
chr6	52750000	621	-1.32734
chr6	52800000	307	-1.31267
chr6	52850000	223	-1.49682
chr6	52900000	161	-1.52346
chr6	52950000	163	-1.50688
chr6	53000000	101	-1.56136
chr6	53050000	190	-1.48376
chr6	53100000	205	-1.32911
chr6	53150000	178	-1.26506
chr6	53200000	329	-1.51017
chr6	53250000	239	-1.3908
chr6	53300000	238	-1.43886
chr6	53350000	337	-1.30311
chr6	53400000	462	0.516795
chr6	53450000	209	-1.17349
chr6	53500000	204	-0.442704
chr6	53550000	191	-1.40745
chr6	53600000	204	-1.21224
chr6	53650000	148	-1.36687
chr6	53700000	173	-1.06326
chr6	53750000	207	-1.10614
chr6	53800000	271	-1.39341
chr6	53850000	189	-1.32705
chr6	53900000	178	-1.35277
chr6	53950000	203	-1.31659
chr6	54000000	179	-1.5195
chr6	54050000	151	-0.639575
chr6	54100000	230	-1.12682
chr6	54150000	315	-1.21824
chr6	54200000	159	-1.32275
chr6	54250000	358	-1.32217
chr6	54300000	81	-1.1497
chr6	54350000	155	-1.29157
chr6	54400000	212	-1.58265
chr6	54450000	204	-1.22381
chr6	54500000	317	-1.35565
chr6	54550000	234	-1.46561
chr6	54600000	245	-1.08966
chr6	54650000	157	-1.10907
chr6	54700000	187	-1.33356
chr6	54750000	149	-1.45925
chr6	54800000	175	-1.25004
chr6	54850000	148	-1.29818
chr6	54900000	322	-1.40849
chr6	54950000	302	-1.21327
chr6	55000000	2	-1.05975
chr6	55050000	415	-1.02591
chr6	55100000	252	-1.05819
chr6	55150000	153	-1.12809
chr6	55200000	267	-1.2299
chr6	55250000	287	-1.39996
chr6	55300000	201	-1.50265
chr6	55350000	324	-1.35771
chr6	55400000	228	-1.76806
chr6	55450000	131	-1.29183
chr6	55500000	79	-1.42079
chr6	55550000	312	-1.22921
chr6	55600000	113	-1.50299
chr6	55650000	170	-1.31123
chr6	55700000	342	-1.58995
chr6	55750000	242	-1.34171
chr6	55800000	580	-1.27479
chr6	55850000	396	-1.39202
chr6	55900000	238	-1.31682
chr6	55950000	183	-1.41332
chr6	56000000	182	-1.2163
chr6	56050000	134	-0.970501
chr6	56100000	216	-1.36824
chr6	56150000	116	-1.73423
chr6	56200000	158	-1.39906
chr6	56250000	190	-1.40954
chr6	56300000	96	-1.08492
chr6	56350000	230	-1.30012
chr6	56400000	164	-1.37203
chr6	56450000	206	-1.29696
chr6	56500000	232	-1.17316
chr6	56550000	274	-0.884699
chr6	56600000	355	-1.14491
chr6	56650000	218	-0.858609
chr6	56700000	80	-1.16145
chr6	56750000	80	-1.79598
chr6	56800000	89	-1.85373
chr6	56850000	181	-0.381316
chr6	56900000	114	-1.23644
chr6	56950000	204	-1.22806
chr6	57000000	214	-1.60266
chr6	57050000	273	-1.58325
chr6	57100000	410	-1.24677
chr6	57150000	159	-1.56121
chr6	57200000	171	-1.40164
chr6	57250000	193	-1.30017
chr6	57300000	75	-1.14696
