CHROM	BIN_START	N_SNPS	TajimaD
chr6	44000000	337	-1.62671
chr6	44050000	116	-1.15538
chr6	44100000	113	-1.60379
chr6	44150000	199	-1.11791
chr6	44200000	334	-1.498
chr6	44250000	416	-1.52101
chr6	44300000	108	-1.31941
chr6	44350000	170	-1.46034
chr6	44400000	89	-1.31094
chr6	44450000	199	-1.15259
chr6	44500000	302	-1.1616
chr6	44550000	156	-0.700495
chr6	44600000	280	-1.35044
chr6	44650000	153	-1.62947
chr6	44700000	206	-1.85655
chr6	44750000	224	-1.41985
chr6	44800000	283	-1.20478
chr6	44850000	180	-1.73282
chr6	44900000	223	-1.15733
chr6	44950000	184	-1.61726
chr6	45000000	216	-1.45435
chr6	45050000	93	-1.67823
chr6	45100000	256	-1.01534
chr6	45150000	118	-1.3984
chr6	45200000	266	-1.55278
chr6	45250000	214	-1.69766
chr6	45300000	390	-1.73313
chr6	45350000	194	-1.50487
chr6	45400000	213	-1.69477
chr6	45450000	290	-1.52542
chr6	45500000	231	-1.52731
chr6	45550000	200	-1.47147
chr6	45600000	235	-1.6021
chr6	45650000	214	-1.29484
chr6	45700000	324	-1.53693
chr6	45750000	321	-1.12351
chr6	45800000	155	-1.6106
chr6	45850000	224	-1.75805
chr6	45900000	558	-1.55745
chr6	45950000	303	-1.47349
chr6	46000000	111	-1.35359
chr6	46050000	202	-1.35373
chr6	46100000	140	-1.22537
chr6	46150000	489	-1.31974
chr6	46200000	291	-1.31059
chr6	46250000	304	-1.35014
chr6	46300000	214	-1.61746
chr6	46350000	92	-1.67542
chr6	46400000	129	-1.78218
chr6	46450000	329	-1.23435
chr6	46500000	318	-1.18916
chr6	46550000	457	-1.49156
chr6	46600000	155	-1.56299
chr6	46650000	137	-1.76263
chr6	46700000	271	-1.44711
chr6	46750000	189	-1.16026
chr6	46800000	171	-1.26084
chr6	46850000	241	-1.11044
chr6	46900000	63	-1.47176
chr6	46950000	157	-1.56408
chr6	47000000	257	-1.09671
chr6	47050000	300	-1.6682
chr6	47100000	210	-1.23966
chr6	47150000	129	-0.924431
chr6	47200000	251	-1.21217
chr6	47250000	280	-0.909143
chr6	47300000	189	-1.16386
chr6	47350000	190	-1.14295
chr6	47400000	71	-1.54844
chr6	47450000	92	-0.778754
chr6	47500000	486	-1.80917
chr6	47550000	236	-1.27087
chr6	47600000	100	-1.14258
chr6	47650000	315	-1.45022
chr6	47700000	140	-1.2933
chr6	47750000	338	-1.36426
chr6	47800000	181	-1.46552
chr6	47850000	136	-0.507112
chr6	47900000	148	0.38799
chr6	47950000	164	-0.809767
chr6	48000000	264	-1.67298
chr6	48050000	217	-1.42416
chr6	48100000	117	-0.501259
chr6	48150000	116	-1.35708
chr6	48200000	147	-0.89178
chr6	48250000	125	-1.49661
chr6	48300000	75	-1.33041
chr6	48350000	292	-1.64371
chr6	48400000	63	-1.21695
chr6	48450000	117	-1.58975
chr6	48500000	160	-1.31889
chr6	48550000	160	-1.03391
chr6	48600000	172	-0.853249
chr6	48650000	162	-1.75828
chr6	48700000	156	-0.965562
chr6	48750000	160	-1.78112
chr6	48800000	177	-1.57643
chr6	48850000	105	-0.812803
chr6	48900000	100	-1.62344
chr6	48950000	180	-1.7851
chr6	49000000	133	-1.54338
chr6	49050000	307	-1.40008
chr6	49100000	106	-1.4688
chr6	49150000	218	-0.800913
chr6	49200000	86	-0.658521
chr6	49250000	102	-0.562305
chr6	49300000	121	-1.47095
chr6	49350000	170	-1.21462
chr6	49400000	196	-1.64747
chr6	49450000	304	-1.41921
chr6	49500000	381	-1.52482
chr6	49550000	135	-1.82249
chr6	49600000	107	-1.7982
chr6	49650000	145	-1.89785
chr6	49700000	60	-1.20436
chr6	49750000	81	-1.35633
chr6	49800000	154	-1.33937
chr6	49850000	222	-1.32354
chr6	49900000	256	-1.33254
chr6	49950000	226	-1.20712
chr6	50000000	133	-1.40139
chr6	50050000	117	-1.28619
chr6	50100000	137	-1.54756
chr6	50150000	72	-1.82321
chr6	50200000	141	-1.31742
chr6	50250000	119	-0.889074
chr6	50300000	87	-1.3351
chr6	50350000	183	-1.6379
chr6	50400000	99	-0.805306
chr6	50450000	114	-0.968577
chr6	50500000	187	-1.05224
chr6	50550000	137	-1.74725
chr6	50600000	91	-1.31347
chr6	50650000	178	-1.35966
chr6	50700000	111	-1.28794
chr6	50750000	190	-1.55496
chr6	50800000	197	-1.62468
chr6	50850000	123	-1.47435
chr6	50900000	77	-1.16949
chr6	50950000	106	-1.42742
chr6	51000000	91	-1.56384
chr6	51050000	187	-1.32547
chr6	51100000	43	-1.70544
chr6	51150000	105	-1.32764
chr6	51200000	221	-1.48785
chr6	51250000	140	-1.35622
chr6	51300000	63	-1.59557
chr6	51350000	114	-1.60129
chr6	51400000	144	-1.79828
chr6	51450000	66	-0.81649
chr6	51500000	71	-1.49922
chr6	51550000	116	-1.53634
chr6	51600000	56	-1.2087
chr6	51650000	123	-1.42397
chr6	51700000	211	-1.31414
chr6	51750000	54	-1.2207
chr6	51800000	98	-1.33249
chr6	51850000	135	-1.24149
chr6	51900000	70	-1.56427
chr6	51950000	69	-1.47848
chr6	52000000	117	-1.21959
chr6	52050000	209	-1.57976
chr6	52100000	92	-1.44213
chr6	52150000	166	-1.70715
chr6	52200000	58	-1.38733
chr6	52250000	88	-1.12625
chr6	52300000	214	-1.3032
chr6	52350000	117	-1.14421
chr6	52400000	95	-1.61021
chr6	52450000	47	-1.34535
chr6	52500000	105	-1.44041
chr6	52550000	85	-1.10679
chr6	52600000	173	-1.28525
chr6	52650000	123	-1.29511
chr6	52700000	392	-1.44613
chr6	52750000	401	-1.67936
chr6	52800000	189	-1.60157
chr6	52850000	123	-1.32861
chr6	52900000	87	-1.20762
chr6	52950000	96	-1.39368
chr6	53000000	56	-0.970983
chr6	53050000	120	-1.36294
chr6	53100000	127	-1.17184
chr6	53150000	122	-1.27484
chr6	53200000	198	-1.69499
chr6	53250000	140	-1.34942
chr6	53300000	177	-1.43077
chr6	53350000	212	-1.52022
chr6	53400000	301	-1.35805
chr6	53450000	138	-1.35795
chr6	53500000	125	-0.471499
chr6	53550000	119	-1.37333
chr6	53600000	137	-1.32706
chr6	53650000	90	-1.35172
chr6	53700000	124	-1.29313
chr6	53750000	124	-0.97255
chr6	53800000	171	-1.49967
chr6	53850000	111	-1.26896
chr6	53900000	107	-1.55239
chr6	53950000	119	-1.59659
chr6	54000000	94	-1.44554
chr6	54050000	102	-1.03761
chr6	54100000	152	-1.39563
chr6	54150000	219	-1.53226
chr6	54200000	105	-1.474
chr6	54250000	251	-1.44514
chr6	54300000	48	-1.56716
chr6	54350000	100	-1.60206
chr6	54400000	121	-1.51017
chr6	54450000	130	-1.40684
chr6	54500000	214	-1.50541
chr6	54550000	136	-1.1555
chr6	54600000	139	-1.19039
chr6	54650000	94	-1.1997
chr6	54700000	107	-1.21354
chr6	54750000	91	-1.57432
chr6	54800000	120	-1.28145
chr6	54850000	90	-1.63054
chr6	54900000	206	-1.38171
chr6	54950000	184	-1.08368
chr6	55000000	0	nan
chr6	55050000	284	-1.40145
chr6	55100000	163	-1.34644
chr6	55150000	90	-1.38199
chr6	55200000	170	-1.23781
chr6	55250000	165	-1.41308
chr6	55300000	115	-1.78381
chr6	55350000	201	-1.51125
chr6	55400000	132	-1.70393
chr6	55450000	87	-1.36001
chr6	55500000	50	-1.69346
chr6	55550000	199	-1.52751
chr6	55600000	48	-0.88358
chr6	55650000	105	-1.27037
chr6	55700000	202	-1.69733
chr6	55750000	150	-1.54981
chr6	55800000	373	-1.29232
chr6	55850000	275	-1.69311
chr6	55900000	140	-1.71074
chr6	55950000	96	-1.48252
chr6	56000000	121	-1.57903
chr6	56050000	95	-1.33441
chr6	56100000	114	-1.32056
chr6	56150000	43	-1.696
chr6	56200000	88	-1.59587
chr6	56250000	101	-1.77232
chr6	56300000	63	-1.37389
chr6	56350000	134	-1.27573
chr6	56400000	83	-1.47936
chr6	56450000	137	-1.51111
chr6	56500000	158	-1.43954
chr6	56550000	171	-0.989126
chr6	56600000	223	-1.33576
chr6	56650000	141	-1.17314
chr6	56700000	49	-0.863497
chr6	56750000	36	-1.34189
chr6	56800000	42	-1.52387
chr6	56850000	143	-0.0348065
chr6	56900000	69	-0.744571
chr6	56950000	130	-1.418
chr6	57000000	130	-1.59213
chr6	57050000	166	-1.54762
chr6	57100000	270	-1.30219
chr6	57150000	105	-1.70961
chr6	57200000	99	-1.19494
chr6	57250000	118	-1.38006
chr6	57300000	47	-1.46013
