CHROM	BIN_START	N_SNPS	TajimaD
chr6	44600000	224	-1.21167
chr6	44650000	274	-0.744579
chr6	44700000	305	-1.0004
chr6	44750000	315	-0.65707
chr6	44800000	513	0.671975
chr6	44850000	380	0.456962
chr6	44900000	292	0.180637
chr6	44950000	528	1.30356
chr6	45000000	491	1.77827
chr6	45050000	295	1.60007
chr6	45100000	182	-1.41789
chr6	45150000	261	1.68754
chr6	45200000	263	-0.691932
chr6	45250000	237	-1.21329
chr6	45300000	315	-1.53582
chr6	45350000	261	0.145631
chr6	45400000	248	-0.0860267
chr6	45450000	607	0.587917
chr6	45500000	635	1.28665
chr6	45550000	625	1.46549
chr6	45600000	474	1.68682
chr6	45650000	340	1.23942
chr6	45700000	546	0.949865
chr6	45750000	407	1.4159
chr6	45800000	252	-0.714595
chr6	45850000	343	-0.288179
chr6	45900000	468	-1.23915
chr6	45950000	474	0.347197
chr6	46000000	418	1.64219
chr6	46050000	514	1.16594
chr6	46100000	486	1.40491
chr6	46150000	535	-0.976945
chr6	46200000	413	-0.768566
chr6	46250000	469	-0.882503
chr6	46300000	448	0.12098
chr6	46350000	456	1.96712
chr6	46400000	393	1.07151
chr6	46450000	299	-0.770085
chr6	46500000	303	-0.65089
chr6	46550000	467	-0.667722
chr6	46600000	300	-0.342294
chr6	46650000	308	-0.517085
chr6	46700000	327	-0.706605
chr6	46750000	279	-1.18457
chr6	46800000	301	-1.12232
chr6	46850000	142	-0.728865
chr6	46900000	104	1.21603
chr6	46950000	152	-1.18572
chr6	47000000	227	-0.0858555
chr6	47050000	279	-0.322892
chr6	47100000	128	-0.929879
chr6	47150000	112	-0.389364
chr6	47200000	204	-0.698203
chr6	47250000	313	-1.13859
chr6	47300000	235	-1.01314
chr6	47350000	195	-0.54723
chr6	47400000	57	-0.0731633
chr6	47450000	101	-0.0517176
chr6	47500000	422	-1.19081
chr6	47550000	219	-1.21573
chr6	47600000	101	-0.619544
chr6	47650000	262	-1.47218
chr6	47700000	134	-1.19122
chr6	47750000	283	-1.35525
chr6	47800000	124	-1.27088
chr6	47850000	112	-0.984418
chr6	47900000	96	-0.486598
chr6	47950000	156	-0.608924
chr6	48000000	225	-0.921133
chr6	48050000	317	0.126417
chr6	48100000	76	-0.810756
chr6	48150000	148	-0.779838
chr6	48200000	134	-0.780427
chr6	48250000	136	-0.917187
chr6	48300000	111	-0.0482394
chr6	48350000	354	-0.255054
chr6	48400000	277	2.06932
chr6	48450000	362	1.80629
chr6	48500000	399	-0.153296
chr6	48550000	311	0.0932455
chr6	48600000	387	0.679804
chr6	48650000	145	-0.70511
chr6	48700000	110	-0.915741
chr6	48750000	178	-1.06701
chr6	48800000	182	-0.329013
chr6	48850000	90	-0.746576
chr6	48900000	130	-1.06379
chr6	48950000	170	-1.41051
chr6	49000000	148	-1.38583
chr6	49050000	443	-1.56736
chr6	49100000	128	-0.791258
chr6	49150000	172	-0.876813
chr6	49200000	185	0.547298
chr6	49250000	409	1.3849
chr6	49300000	306	-0.536485
chr6	49350000	495	1.43893
chr6	49400000	182	-1.39131
chr6	49450000	303	-0.995184
chr6	49500000	337	-1.24482
chr6	49550000	173	-0.412111
chr6	49600000	196	-0.312649
chr6	49650000	144	-0.755406
chr6	49700000	86	-0.83754
chr6	49750000	97	-0.486832
chr6	49800000	151	-1.06014
chr6	49850000	178	-1.20826
chr6	49900000	223	-1.06521
chr6	49950000	212	-0.768288
chr6	50000000	147	-1.14988
chr6	50050000	86	-1.15973
chr6	50100000	159	-0.957135
chr6	50150000	67	-0.854678
chr6	50200000	117	-1.34775
chr6	50250000	109	-0.821916
chr6	50300000	93	-0.231531
chr6	50350000	164	-1.05347
chr6	50400000	114	-0.42922
chr6	50450000	82	-0.878617
chr6	50500000	165	-0.936263
chr6	50550000	131	-0.819113
chr6	50600000	85	-0.86747
chr6	50650000	188	-0.674405
chr6	50700000	120	-0.312099
chr6	50750000	192	-1.31314
chr6	50800000	179	-1.00566
chr6	50850000	129	-0.964179
chr6	50900000	66	-0.857896
chr6	50950000	127	-0.91627
chr6	51000000	102	-1.09464
chr6	51050000	167	-0.982769
chr6	51100000	52	-0.190855
chr6	51150000	105	-1.16116
chr6	51200000	270	0.0173832
chr6	51250000	158	-0.656454
chr6	51300000	68	-0.969934
chr6	51350000	114	-1.32083
chr6	51400000	166	-1.16823
chr6	51450000	42	-1.27284
chr6	51500000	59	-0.00690496
chr6	51550000	102	0.0653029
chr6	51600000	65	1.17284
chr6	51650000	113	-1.03801
chr6	51700000	179	-1.22184
chr6	51750000	50	-0.931024
chr6	51800000	96	-1.24519
chr6	51850000	110	-1.18509
chr6	51900000	88	-0.871927
chr6	51950000	88	-1.07848
chr6	52000000	119	-0.661166
chr6	52050000	164	-1.07818
chr6	52100000	80	-0.817271
chr6	52150000	143	-1.03941
chr6	52200000	64	-1.02665
chr6	52250000	283	1.64803
chr6	52300000	395	1.07076
chr6	52350000	236	-0.890462
chr6	52400000	122	-0.977252
chr6	52450000	60	-0.73223
chr6	52500000	98	-0.139976
chr6	52550000	79	-0.615034
chr6	52600000	205	-1.07302
chr6	52650000	116	-0.89671
chr6	52700000	288	-1.35989
chr6	52750000	349	-0.976615
chr6	52800000	164	-1.09012
chr6	52850000	148	-0.698378
chr6	52900000	109	-0.56642
chr6	52950000	125	-0.860873
chr6	53000000	73	0.259161
chr6	53050000	143	-0.818846
chr6	53100000	153	-0.42893
chr6	53150000	130	-0.669382
chr6	53200000	205	-0.849811
chr6	53250000	163	-0.688683
chr6	53300000	148	-0.85157
chr6	53350000	303	0.0859082
chr6	53400000	136	-0.495199
chr6	53450000	128	-0.99973
chr6	53500000	217	0.310913
chr6	53550000	106	-0.805225
chr6	53600000	128	-0.732795
chr6	53650000	126	0.373188
chr6	53700000	115	-0.847654
chr6	53750000	225	1.17495
chr6	53800000	321	1.47942
chr6	53850000	205	0.734411
chr6	53900000	116	-1.03229
chr6	53950000	133	-0.330069
chr6	54000000	111	-0.815935
chr6	54050000	91	-0.487308
chr6	54100000	132	-0.818783
chr6	54150000	185	-1.25841
chr6	54200000	128	0.408
chr6	54250000	201	-0.738097
chr6	54300000	63	0.364449
chr6	54350000	99	-0.216496
chr6	54400000	135	-1.05608
chr6	54450000	103	-1.16968
chr6	54500000	188	-0.686336
chr6	54550000	120	-1.20893
chr6	54600000	154	-1.02873
chr6	54650000	103	-0.471138
chr6	54700000	232	-0.324743
chr6	54750000	222	-0.963413
chr6	54800000	131	-0.984103
chr6	54850000	81	-0.432538
chr6	54900000	232	-0.94618
chr6	54950000	189	-0.753899
chr6	55000000	1	-0.0861022
chr6	55050000	180	-1.00587
chr6	55100000	115	-0.105389
chr6	55150000	229	-0.305542
chr6	55200000	204	-0.352313
chr6	55250000	154	0.681611
chr6	55300000	217	0.69657
chr6	55350000	211	-1.10609
chr6	55400000	247	-0.172125
chr6	55450000	135	1.10491
chr6	55500000	120	0.973462
chr6	55550000	223	-0.685364
chr6	55600000	212	1.7596
chr6	55650000	112	-0.524157
chr6	55700000	180	-0.858679
chr6	55750000	174	-0.716234
chr6	55800000	341	-1.13562
chr6	55850000	206	-1.08391
chr6	55900000	155	-1.27844
chr6	55950000	106	-1.01784
chr6	56000000	111	-1.26067
chr6	56050000	81	-1.14688
chr6	56100000	161	0.397786
chr6	56150000	199	1.83045
chr6	56200000	259	1.89392
chr6	56250000	400	1.65342
chr6	56300000	278	1.2733
chr6	56350000	151	-0.920526
chr6	56400000	106	-0.596109
chr6	56450000	121	-0.627528
chr6	56500000	176	-0.766153
chr6	56550000	161	-0.629838
chr6	56600000	211	-1.04257
chr6	56650000	76	-1.3632
chr6	56700000	27	-0.264385
chr6	56750000	35	1.12862
chr6	56800000	25	1.13919
chr6	56850000	25	1.13366
chr6	56900000	53	1.87216
chr6	56950000	118	-0.371309
chr6	57000000	133	-1.16613
chr6	57050000	167	-0.0732526
chr6	57100000	251	-0.822682
chr6	57150000	111	0.723538
chr6	57200000	102	-0.721314
chr6	57250000	113	-0.415747
chr6	57300000	49	-0.731361
